Type,Time_Steps,Total_Rewards,Reward_Rate,Critic_Loss,Actor_Loss,Total_Loss
Test,2836480,270,0.052734375,,,
Train,2841600,170,0.033203125,1.2774988,0.14509325,1.422592
Test,2841600,240,0.046875,,,
Train,2846720,190,0.037109375,1.4455595,0.21895897,1.6645185
Test,2846720,200,0.0390625,,,
Train,2851840,240,0.046875,1.6867144,0.380743,2.0674574
Test,2851840,140,0.02734375,,,
Train,2856960,240,0.046875,1.3516325,0.10620205,1.4578345
Test,2856960,300,0.05859375,,,
Train,2862080,240,0.046875,1.8004019,0.400903,2.201305
Test,2862080,190,0.037109375,,,
Train,2867200,220,0.04296875,1.3230804,0.07452562,1.397606
Test,2867200,250,0.048828125,,,
Train,2872320,280,0.0546875,2.016194,0.22034022,2.2365344
Test,2872320,220,0.04296875,,,
Train,2877440,180,0.03515625,1.2895098,0.106497705,1.3960075
Test,2877440,190,0.037109375,,,
Train,2882560,220,0.04296875,1.591833,0.03670284,1.6285359
Test,2882560,260,0.05078125,,,
Train,2887680,240,0.046875,1.6208092,0.14098728,1.7617965
Test,2887680,270,0.052734375,,,
Train,2892800,260,0.05078125,1.7182335,0.11797067,1.8362042
Test,2892800,200,0.0390625,,,
Train,2897920,130,0.025390625,1.3077297,0.16516608,1.4728959
Test,2897920,230,0.044921875,,,
Train,2903040,230,0.044921875,2.149821,0.42098287,2.5708039
Test,2903040,260,0.05078125,,,
Train,2908160,270,0.052734375,1.9839287,0.24831647,2.2322452
Test,2908160,240,0.046875,,,
Train,2913280,180,0.03515625,1.3151753,0.084158644,1.399334
Test,2913280,180,0.03515625,,,
Train,2918400,340,0.06640625,2.301851,0.49591106,2.7977622
Test,2918400,310,0.060546875,,,
Train,2923520,150,0.029296875,1.1286995,0.039733253,1.1684328
Test,2923520,270,0.052734375,,,
Train,2928640,220,0.04296875,1.6670393,0.35173565,2.018775
Test,2928640,170,0.033203125,,,
Train,2933760,230,0.044921875,1.6068804,0.0633831,1.6702635
Test,2933760,170,0.033203125,,,
Train,2938880,150,0.029296875,1.4430517,0.1561967,1.5992484
Test,2938880,150,0.029296875,,,
Train,2944000,170,0.033203125,1.6244926,0.16408157,1.7885742
Test,2944000,220,0.04296875,,,
Train,2949120,260,0.05078125,1.362065,-0.12547287,1.236592
Test,2949120,240,0.046875,,,
Train,2954240,230,0.044921875,1.4446448,0.10855702,1.5532018
Test,2954240,270,0.052734375,,,
Train,2959360,180,0.03515625,1.1203947,0.15909709,1.2794918
Test,2959360,180,0.03515625,,,
Train,2964480,220,0.04296875,1.5727772,0.2816083,1.8543855
Test,2964480,240,0.046875,,,
Train,2969600,250,0.048828125,2.1210754,0.3544056,2.475481
Test,2969600,220,0.04296875,,,
Train,2974720,230,0.044921875,1.6401205,0.36027217,2.0003927
Test,2974720,220,0.04296875,,,
Train,2979840,210,0.041015625,1.5204953,0.1621263,1.6826216
Test,2979840,220,0.04296875,,,
Train,2984960,200,0.0390625,1.5393361,0.2678196,1.8071557
Test,2984960,190,0.037109375,,,
Train,2990080,260,0.05078125,1.5891398,0.12363726,1.7127771
Test,2990080,210,0.041015625,,,
Train,2995200,210,0.041015625,1.7668793,0.18014762,1.947027
Test,2995200,200,0.0390625,,,
Train,3000320,260,0.05078125,1.6336426,0.05786926,1.6915119
